n_sessions,help_seeking,sleep_hrs,self_sufficiency,age,gender,resilience_change
1,No,4,24,52,m,24
3,Yes,9,20,27,f,17
2,Yes,8,20,53,f,24
5,Yes,6,25,50,m,16
4,No,9,23,33,m,18
7,No,6,27,32,f,10
5,No,6,21,31,m,16
8,Yes,4,23,44,f,5
4,Yes,6,27,49,f,15
6,No,6,27,19,f,9
4,Yes,8,24,22,f,18
2,Yes,4,22,29,f,27
1,No,7,23,35,m,24
1,No,7,22,30,f,25
8,Yes,6,21,27,m,7
4,No,9,23,19,f,15
5,Yes,5,28,53,m,13
8,Yes,4,25,47,m,10
7,No,5,23,34,f,14
8,No,4,20,36,f,8
8,Yes,4,26,31,f,11
6,Yes,8,21,36,m,8
2,No,6,25,23,f,22
6,Yes,8,29,23,f,10
1,Yes,9,20,33,f,27
1,Yes,5,26,30,f,28
3,Yes,5,23,33,f,27
3,Yes,7,22,45,m,17
5,No,9,29,27,m,12
1,Yes,9,26,46,m,24
6,Yes,8,22,27,m,7
7,No,8,27,41,f,9
3,No,9,23,42,f,19
4,No,8,22,24,f,19
3,Yes,7,26,40,f,15
1,Yes,8,26,25,m,24
8,No,8,28,35,m,4
2,No,9,29,36,m,18
1,No,9,26,55,f,23
8,No,8,25,38,f,8
7,No,8,22,28,m,9
7,Yes,9,23,37,m,8
4,No,5,27,26,f,17
9,Yes,6,25,37,f,2
6,Yes,5,28,35,m,13
2,No,8,27,29,m,18
1,No,4,27,40,f,26
1,No,4,29,36,f,25
9,No,7,29,52,f,-1
4,No,5,26,48,f,17
5,Yes,9,29,45,m,12
3,No,7,20,32,m,21
4,No,7,24,55,m,18
8,Yes,4,26,25,f,6
4,No,5,29,52,m,21
9,No,6,28,28,m,4
9,No,9,23,27,m,5
6,Yes,5,27,25,m,15
2,No,7,20,26,f,23
7,No,8,23,22,m,7
9,No,7,23,30,m,5
6,No,5,21,50,m,14
3,Yes,4,22,32,m,20
7,No,5,22,36,m,11
5,Yes,6,28,37,m,14
1,No,9,26,36,f,25
3,No,9,21,20,f,19
5,No,8,28,43,f,13
7,Yes,8,27,49,f,8
3,No,7,25,34,f,21
6,No,5,25,30,f,14
5,Yes,9,21,30,f,12
1,No,4,22,29,f,26
6,No,6,25,48,f,12
8,No,7,22,18,f,4
1,No,5,26,20,m,27
2,Yes,4,24,18,f,23
4,Yes,5,23,22,m,19
2,Yes,4,27,29,f,21
9,No,5,21,51,f,5
8,No,5,22,37,m,6
8,No,9,29,49,f,4
4,No,7,23,30,f,17
5,Yes,5,29,49,m,13
4,No,5,25,27,m,22
9,Yes,7,24,22,f,2
2,No,7,24,50,f,24
8,No,8,26,47,f,6
2,Yes,8,27,28,f,23
1,No,9,25,30,m,22
3,Yes,7,22,22,m,22
9,Yes,6,23,42,f,4
3,No,9,20,37,m,21
9,Yes,4,24,53,f,5
7,Yes,7,29,44,m,9
1,No,8,27,20,m,27
5,Yes,5,22,34,f,17
9,Yes,7,29,19,m,1
3,No,7,23,39,f,22
9,Yes,8,23,48,m,1
5,No,8,25,34,f,12
9,Yes,6,28,51,m,2
6,No,9,29,45,f,12
9,No,8,22,29,f,7
7,No,8,23,36,m,7
7,No,8,25,36,f,5
8,No,9,25,49,f,1
7,Yes,5,26,45,f,9
9,No,7,20,34,f,3
9,No,7,28,21,m,2
6,Yes,8,21,50,f,12
7,No,9,23,54,m,9
2,Yes,6,22,52,m,25
9,Yes,8,22,45,f,6
1,No,9,24,40,f,24
1,Yes,9,26,33,m,23
3,Yes,6,26,32,m,20
6,Yes,9,26,35,f,7
5,No,7,22,35,f,11
2,Yes,6,28,55,f,25
9,No,6,25,29,f,2
4,No,4,29,24,f,17
4,Yes,6,27,46,f,14
5,No,6,20,32,m,17
8,Yes,5,23,51,m,4
4,Yes,7,26,25,m,15
5,No,8,28,27,f,11
4,No,4,22,54,m,21
6,No,6,25,33,m,13
3,Yes,5,27,26,m,19
8,Yes,5,22,47,f,4
6,Yes,9,25,39,f,9
5,No,8,28,37,m,17
2,Yes,8,28,19,f,18
7,Yes,7,25,51,m,5
2,Yes,9,24,32,f,22
1,Yes,6,20,52,m,25
7,No,5,22,40,f,9
5,Yes,4,22,27,f,18
1,No,7,23,26,f,25
4,Yes,6,24,40,f,17
4,Yes,9,27,32,m,17
7,Yes,8,28,43,f,4
9,No,9,26,47,f,-3
2,No,6,29,50,f,27
1,No,9,25,54,m,24
2,Yes,8,22,23,f,22
7,Yes,6,28,39,f,10
6,No,4,29,22,f,10
4,Yes,7,20,40,f,19
1,Yes,9,28,24,f,24
1,No,8,22,20,m,28
5,Yes,4,28,52,m,17
1,Yes,5,29,53,f,24
7,Yes,4,20,34,f,11
1,No,4,27,42,m,24
1,Yes,4,25,21,f,27
2,No,8,28,32,f,20
3,Yes,5,23,24,m,19
1,No,7,24,48,m,23
9,No,4,25,39,f,5
8,No,8,28,31,m,5
5,No,8,25,37,f,15
2,Yes,7,28,51,m,21
5,No,6,21,46,f,17
6,Yes,5,23,20,f,10
1,Yes,5,22,39,m,28
4,No,9,23,34,f,17
9,Yes,4,20,51,m,4
2,Yes,6,21,18,f,22
5,Yes,5,23,43,m,17
1,Yes,9,29,50,f,25
4,No,4,23,47,f,20
4,Yes,6,24,43,f,17
6,Yes,8,28,22,f,9
9,Yes,4,20,34,m,3
3,Yes,6,27,40,f,20
9,Yes,7,22,47,m,3
6,No,5,28,29,f,14
7,Yes,4,27,34,m,6
2,No,9,27,40,m,20
6,Yes,8,28,22,m,10
6,No,9,23,30,m,8
2,Yes,4,24,19,f,23
2,Yes,5,26,52,f,22
2,No,5,21,35,m,25
1,No,6,26,49,m,24
5,No,9,22,35,m,10
8,Yes,9,25,36,m,2
2,No,8,25,46,m,22
5,No,6,25,48,f,12
8,No,8,29,37,f,5
5,Yes,4,21,20,f,18
2,Yes,4,28,43,f,21
3,Yes,9,27,39,f,15
6,No,6,26,43,m,12
5,Yes,7,28,47,m,10
4,Yes,5,23,38,m,21
4,Yes,6,21,28,m,18
5,Yes,6,23,21,f,16
2,No,4,29,34,f,25
9,Yes,5,22,40,f,3
2,No,6,21,33,m,21
2,No,4,21,26,m,22
9,No,4,27,20,m,1
3,No,9,24,44,m,18
7,No,9,25,45,f,8
4,No,6,27,47,m,16
6,Yes,6,26,42,m,14
4,No,4,26,48,m,15
7,Yes,9,26,31,f,11
1,No,6,26,50,f,26
3,Yes,5,27,41,f,20
3,No,4,20,19,m,21
1,Yes,4,22,54,m,27
6,Yes,6,20,25,f,11
9,No,6,27,47,m,8
8,No,6,21,25,f,7
7,No,5,26,20,f,10
8,No,4,25,50,m,7
6,Yes,7,20,36,m,12
9,Yes,5,25,39,m,2
3,No,5,28,20,f,23
9,No,9,22,20,m,2
4,Yes,4,26,19,f,14
7,No,7,23,21,f,5
9,Yes,4,20,28,m,2
2,No,5,26,37,m,27
2,No,6,20,35,m,25
9,Yes,4,23,22,m,5
3,Yes,4,28,55,m,20
9,No,6,24,39,m,1
5,Yes,7,26,44,m,13
6,No,7,26,32,m,13
2,Yes,4,22,55,m,22
8,No,6,27,49,f,4
9,No,9,20,35,f,1
2,No,4,23,24,f,23
6,Yes,6,29,36,f,11
6,Yes,5,23,31,m,14
8,Yes,9,21,41,f,4
5,Yes,6,25,18,m,15
9,No,4,20,44,m,5
1,Yes,8,22,37,m,22
9,Yes,7,28,34,m,1
7,Yes,4,29,41,f,5
4,No,6,25,33,f,17
3,Yes,9,21,48,f,20
6,Yes,9,28,30,m,12
1,No,6,21,37,f,27
3,No,7,26,27,f,22
2,No,4,20,54,f,25
9,No,9,24,47,m,2
3,No,9,26,47,m,19
2,No,8,22,24,m,23
4,No,5,23,44,m,18
2,Yes,8,24,28,f,22
1,No,5,22,21,f,23
6,No,9,25,42,m,12
8,No,5,22,55,m,5
2,No,4,27,49,f,21
9,No,9,26,30,f,4
3,Yes,9,20,26,f,19
8,Yes,5,21,37,m,6
8,Yes,6,23,38,f,5
3,Yes,5,24,49,m,20
3,Yes,5,29,53,m,18
6,Yes,7,23,37,f,15
1,Yes,7,23,30,f,25
4,No,4,28,37,f,19
1,No,4,23,43,f,29
3,No,6,23,55,f,19
9,No,7,23,39,m,2
5,No,8,21,36,m,12
5,No,4,27,44,m,14
4,Yes,4,23,20,f,20
3,No,7,24,55,m,20
5,No,7,27,22,f,12
4,No,6,23,48,m,23
8,Yes,7,24,29,m,2
4,Yes,5,24,51,f,20
8,Yes,9,25,32,f,6
6,No,8,26,34,m,9
5,No,9,22,41,m,10
4,No,5,29,19,f,19
4,Yes,5,22,54,m,19
4,Yes,9,28,53,f,13
9,No,5,20,47,m,5
4,Yes,4,29,49,m,17
9,No,9,27,28,f,1
6,Yes,5,29,51,m,6
7,Yes,4,22,46,f,8
3,Yes,7,24,29,m,19
8,No,8,22,53,f,4
3,Yes,8,29,28,m,17
1,No,5,20,29,f,26
5,No,8,29,37,f,14
2,No,4,24,29,f,25
6,Yes,7,27,24,m,11
9,Yes,5,24,20,m,6
1,Yes,6,23,51,m,28
4,No,9,28,25,m,12
1,Yes,8,20,20,m,24
1,Yes,8,24,30,m,21
8,No,5,20,19,f,6
2,No,9,25,46,m,22
1,No,9,29,54,m,24
8,Yes,8,28,48,m,2
4,Yes,8,21,33,f,19
3,No,6,23,46,f,20
4,Yes,9,27,38,f,13
5,No,4,22,39,m,16
1,Yes,5,26,46,m,25
1,No,5,26,41,f,23
3,Yes,6,21,22,f,21
6,No,6,29,26,f,10
1,No,4,23,34,f,26
2,No,7,20,21,f,25
7,Yes,5,27,24,f,10
1,Yes,9,29,44,m,21
7,Yes,8,29,29,m,7
4,No,4,28,45,f,18
6,No,5,20,45,f,13
8,No,9,26,32,m,7
9,No,4,20,25,f,6
6,No,7,20,35,f,11
9,No,9,28,19,m,1
4,No,5,29,46,m,18
6,No,8,29,27,m,12
8,No,9,25,36,m,4
9,Yes,5,20,53,m,3
3,No,4,26,24,m,19
2,Yes,7,22,53,f,24
6,No,9,29,45,f,7
4,Yes,4,23,27,f,18
1,No,4,23,36,f,30
8,Yes,6,27,22,f,5
9,No,4,20,31,f,7
9,No,9,27,48,m,1
2,No,7,28,53,m,22
9,Yes,8,26,26,f,4
7,No,6,20,33,f,7
5,Yes,4,26,36,f,16
7,Yes,9,25,35,f,11
9,Yes,5,24,31,f,1
8,Yes,6,24,42,f,5
6,Yes,7,20,45,f,12
4,No,5,25,26,f,18
1,Yes,7,23,26,f,25
6,Yes,5,20,54,m,16
3,Yes,8,27,34,f,21
6,Yes,7,27,42,m,8
6,No,5,23,44,m,12
4,No,7,26,26,m,15
2,No,6,22,48,m,21
9,Yes,7,27,54,m,9
2,Yes,9,26,44,f,22
3,Yes,7,24,32,f,22
1,No,5,24,21,m,27
7,Yes,7,28,44,f,11
1,No,8,25,52,f,24
9,Yes,4,25,38,f,2
1,Yes,6,21,32,f,22
5,No,9,24,46,f,14
7,Yes,5,23,23,m,8
3,No,7,29,27,m,17
9,Yes,7,22,43,f,-1
8,No,7,28,45,f,8
3,Yes,6,26,49,f,18
5,Yes,9,23,28,m,12
7,Yes,4,28,42,f,12
4,Yes,8,28,18,f,15
5,Yes,9,26,48,f,11
3,No,8,24,41,f,23
9,No,9,28,43,m,2
9,Yes,5,26,48,f,3
7,No,4,28,53,m,9
2,No,4,22,21,m,23
7,No,6,28,30,m,9
7,No,9,20,19,m,11
5,Yes,7,24,25,f,13
9,No,4,21,53,m,2
3,No,9,20,44,m,17
4,Yes,7,22,35,f,12
1,Yes,6,26,29,m,26
6,Yes,9,22,21,f,10
4,Yes,9,29,55,m,19
1,Yes,5,29,40,m,26
2,Yes,9,28,26,m,24
3,Yes,5,22,21,m,22
9,Yes,7,25,46,m,0
8,No,7,21,49,m,5
7,Yes,4,27,54,f,9
4,No,6,29,28,m,18
1,Yes,5,24,33,f,28
8,Yes,4,21,19,m,5
4,No,8,26,23,m,17
3,Yes,4,22,44,f,20
9,Yes,7,24,23,f,1
4,No,8,28,55,f,15
4,No,4,20,24,f,25
9,No,9,21,38,m,1
2,No,6,24,19,f,23
5,No,5,23,22,f,19
4,No,9,20,21,m,14
9,Yes,8,26,43,m,2
5,Yes,6,28,42,m,16
9,Yes,4,20,50,m,6
9,Yes,9,27,54,m,1
2,Yes,7,28,38,f,16
9,No,7,21,23,f,5
3,No,6,20,34,m,23
4,Yes,7,25,42,f,16
1,No,5,26,43,m,22
1,Yes,6,21,48,f,27
1,No,6,24,25,m,27
9,Yes,7,24,46,f,2
8,Yes,6,26,32,f,6
5,Yes,4,20,19,m,17
5,No,8,29,50,m,11
9,No,9,27,24,f,3
3,Yes,8,24,38,f,20
3,No,9,22,37,f,17
7,Yes,7,28,54,m,10
9,Yes,5,22,43,m,4
6,No,5,26,19,m,15
2,Yes,7,29,50,f,22
1,Yes,7,26,31,m,26
2,Yes,6,29,18,m,22
1,No,5,27,41,f,26
9,Yes,8,29,48,m,0
8,Yes,7,27,51,f,7
7,Yes,8,23,21,f,7
3,Yes,9,20,23,m,20
8,No,8,23,30,f,4
2,Yes,5,25,36,m,23
2,Yes,9,29,23,m,22
3,No,8,25,26,f,23
7,No,6,25,18,f,8
1,No,6,26,42,m,26
8,No,5,20,54,f,5
7,No,6,29,18,f,5
4,No,7,20,53,m,19
5,Yes,9,26,48,f,17
1,Yes,5,23,44,f,25
4,No,9,25,50,f,17
1,Yes,8,25,55,m,25
1,No,7,28,29,m,23
1,Yes,5,21,35,m,26
7,No,8,23,35,m,7
7,No,8,23,39,f,6
4,Yes,8,26,31,f,16
2,No,8,20,40,m,22
3,Yes,8,24,28,m,19
8,No,5,23,34,f,6
8,No,6,21,23,f,6
6,Yes,8,24,48,f,8
9,No,7,28,25,m,5
9,Yes,5,27,54,f,3
4,Yes,4,28,36,f,18
1,Yes,6,26,39,f,25
1,Yes,7,29,27,m,27
5,Yes,8,26,22,f,15
2,No,5,21,20,f,24
6,No,5,22,35,f,14
7,Yes,8,29,33,m,10
1,No,7,27,45,f,26
6,Yes,5,21,51,m,15
8,No,9,26,53,f,3
5,Yes,6,25,44,f,13
7,No,7,29,20,m,6
6,Yes,8,23,25,f,10
4,No,7,23,28,m,20
7,Yes,9,22,18,f,14
9,Yes,7,25,51,f,0
7,No,4,22,49,m,12
5,Yes,8,28,27,m,17
7,Yes,6,23,31,m,6
3,No,8,23,47,m,18
2,No,4,21,28,f,22
5,Yes,8,21,54,f,13
4,Yes,8,26,32,f,14
5,Yes,6,24,45,m,15
8,Yes,4,22,39,f,5
4,No,8,25,18,f,13
9,Yes,9,25,46,m,0
7,Yes,8,20,41,f,9
7,No,5,22,28,f,13
8,No,8,24,21,m,3
6,Yes,6,26,25,f,11
8,No,5,23,19,m,7
3,No,9,27,38,m,23
1,No,9,22,35,m,30
6,Yes,9,25,29,m,10
1,Yes,4,25,38,m,28
9,Yes,9,28,39,f,0
2,No,7,23,22,f,21
2,Yes,6,26,51,f,23
7,Yes,4,29,24,f,8
2,Yes,5,20,28,m,24
8,No,7,20,35,f,1
6,Yes,4,21,41,f,14
7,Yes,6,23,27,f,10
7,Yes,5,25,25,f,10
6,Yes,6,23,51,f,9
9,No,6,25,19,f,4
9,Yes,5,21,20,f,2
7,Yes,9,28,40,m,6
9,No,8,22,41,m,3
3,No,6,26,26,f,17
3,No,9,20,45,m,23
1,No,5,27,24,m,26
5,No,6,23,24,m,14
4,Yes,8,24,27,m,16
2,No,5,26,24,m,27
9,No,4,22,55,f,7
3,No,4,28,31,f,20
8,Yes,9,28,45,m,9
6,Yes,4,27,42,m,13
5,Yes,7,20,40,f,17
1,No,6,21,20,f,27
4,Yes,6,21,52,f,18
3,No,5,22,39,f,21
1,No,7,21,52,f,28
5,Yes,6,20,26,f,14
6,Yes,5,24,49,f,11
2,Yes,8,25,45,f,23
3,No,6,26,23,m,18
6,Yes,9,29,32,f,8
4,Yes,6,26,24,f,18
9,Yes,8,21,53,f,5
5,Yes,8,26,31,m,11
4,Yes,6,21,31,m,21
2,No,8,21,46,f,26
6,No,5,25,50,f,11
2,Yes,6,25,33,f,19
7,No,6,27,45,m,10
3,No,4,24,29,m,23
9,No,9,24,36,f,3
5,Yes,6,29,52,f,14
8,No,4,20,40,m,9
6,Yes,8,23,23,m,12
8,No,9,20,44,m,5
3,Yes,9,29,36,m,16
3,No,8,24,47,m,19
5,No,5,27,21,f,15
3,Yes,4,20,45,f,23
8,Yes,6,22,36,f,8
8,No,4,20,45,m,11
2,Yes,8,25,34,m,24
4,Yes,8,29,18,f,14
1,Yes,5,20,42,m,28
4,Yes,9,29,31,m,14
4,No,9,22,23,m,18
9,Yes,8,24,33,f,2
3,No,4,24,39,m,22
2,No,9,21,40,f,19
9,Yes,6,22,35,m,4
9,Yes,6,28,23,m,1
1,Yes,4,20,47,m,30
6,Yes,5,20,42,f,10
8,No,6,21,23,m,5
3,No,4,27,24,f,22
9,Yes,4,25,30,f,5
2,No,8,23,23,m,20
6,Yes,9,26,28,f,8
1,No,8,25,44,m,25
7,No,9,28,53,f,9
3,No,5,25,43,m,19
7,Yes,5,21,30,f,11
4,Yes,5,22,24,m,17
9,No,4,28,30,f,5
5,Yes,4,26,25,f,15
3,Yes,8,25,49,m,15
8,No,6,24,38,m,7
6,Yes,9,22,40,f,8
2,Yes,9,23,38,f,24
3,No,5,20,42,f,25
8,No,9,24,41,f,4
7,No,7,26,25,m,10
6,No,5,21,23,f,13
1,Yes,9,27,42,m,28
9,Yes,8,29,45,f,5
3,No,9,25,45,m,19
5,No,4,29,22,f,15
7,Yes,8,22,33,f,8
7,Yes,8,21,27,f,5
3,Yes,8,27,29,f,18
4,No,7,23,22,m,13
7,No,7,26,50,f,8
8,No,9,26,30,f,2
2,No,5,29,52,f,21
9,Yes,9,28,29,f,2
7,No,9,29,54,f,7
8,No,9,27,33,f,5
6,Yes,4,27,29,f,10
6,No,8,26,41,f,10
9,Yes,6,29,35,m,3
4,No,5,24,41,m,21
5,Yes,5,28,49,f,16
9,Yes,8,26,50,m,3
1,Yes,5,22,39,m,29
4,No,8,25,41,m,19
7,No,5,22,37,m,8
9,No,9,25,22,f,5
6,No,4,27,54,m,11
8,No,5,28,25,m,1
9,No,5,21,47,m,4
4,Yes,6,25,26,f,17
1,No,4,22,49,f,27
8,No,9,26,52,f,8
2,Yes,4,23,21,m,23
1,Yes,4,24,22,f,26
7,No,5,29,49,f,9
9,Yes,7,25,23,f,5
9,No,5,27,36,m,0
3,Yes,8,21,45,f,19
6,No,6,23,55,f,14
7,Yes,4,23,47,m,12
9,Yes,8,25,48,m,3
2,No,9,23,21,f,19
8,No,8,24,25,m,6
7,Yes,7,24,46,m,8
4,Yes,4,27,29,f,19
2,Yes,5,23,54,f,21
8,Yes,4,25,45,m,4
5,No,6,26,46,m,18
6,Yes,4,27,33,f,12
7,Yes,8,28,45,f,7
1,No,8,29,54,f,26
8,No,5,27,43,m,7
4,No,5,23,36,m,19
9,No,5,23,25,m,6
1,No,9,29,40,m,23
2,No,6,24,46,m,23
6,Yes,9,22,36,m,10
1,Yes,9,21,28,f,25
4,Yes,9,21,53,f,21
8,No,4,28,26,f,8
5,No,7,27,45,f,16
9,Yes,4,25,55,m,4
6,Yes,5,28,38,m,10
1,No,6,24,25,m,23
6,No,9,29,41,m,11
6,Yes,4,20,41,m,13
6,Yes,8,27,32,f,9
8,Yes,9,22,41,m,2
6,Yes,4,28,46,f,11
5,Yes,8,20,36,m,15
2,No,4,22,43,m,24
4,Yes,4,20,42,f,18
5,Yes,9,20,18,m,12
4,No,4,25,32,f,15
2,Yes,5,23,33,m,20
7,No,8,29,23,m,9
2,No,6,23,31,f,27
1,Yes,7,24,43,f,28
5,Yes,9,22,25,f,13
1,No,8,21,47,m,23
1,No,5,29,34,m,27
1,No,8,27,24,f,27
6,Yes,6,26,31,m,14
9,Yes,9,29,38,m,-3
1,Yes,8,23,55,m,26
5,Yes,5,21,43,f,19
9,Yes,9,28,26,m,0
9,No,5,27,36,f,4
1,Yes,9,23,47,f,23
8,Yes,7,24,54,f,8
1,No,6,29,47,f,23
8,Yes,7,25,45,f,2
1,Yes,4,23,54,f,26
5,Yes,5,21,52,m,15
8,No,7,24,21,f,4
6,No,5,20,52,f,15
9,Yes,9,26,27,f,4
1,Yes,5,28,39,m,26
9,Yes,4,22,32,f,8
1,No,5,25,50,f,26
3,No,9,28,40,m,15
1,Yes,9,23,42,f,26
3,Yes,7,25,27,m,20
2,Yes,6,22,21,f,23
2,Yes,8,28,29,f,17
9,No,7,26,55,m,3
8,No,4,26,53,f,5
1,Yes,8,23,51,m,25
4,No,5,25,29,f,24
1,No,7,27,53,m,26
1,Yes,8,25,49,f,22
4,Yes,7,25,26,m,17
2,Yes,5,23,27,f,23
3,Yes,9,27,19,m,14
9,No,7,29,45,m,1
2,Yes,4,27,20,m,24
4,Yes,8,28,49,f,13
1,Yes,8,25,30,f,23
2,Yes,8,21,43,f,21
5,No,7,23,32,m,15
1,Yes,5,23,36,f,28
7,Yes,7,27,41,f,7
4,No,7,24,23,f,16
6,Yes,9,23,24,m,11
8,Yes,8,27,30,m,7
6,Yes,5,22,48,f,13
2,No,6,21,22,m,26
1,Yes,5,23,31,m,27
8,Yes,7,20,21,f,4
8,Yes,4,20,38,m,12
9,No,5,24,28,m,4
6,Yes,8,20,40,m,11
1,Yes,4,23,35,f,29
9,Yes,6,27,21,m,1
3,No,6,27,31,m,17
6,No,4,21,55,m,13
9,Yes,6,22,52,f,-1
3,Yes,4,22,42,f,21
5,No,7,20,25,m,13
5,Yes,4,22,55,f,11
7,No,7,27,42,m,7
4,No,8,25,51,f,13
4,No,8,24,41,m,16
7,Yes,6,29,37,m,4
9,No,9,28,23,f,3
4,No,9,26,49,f,16
4,Yes,4,25,30,f,13
6,Yes,7,24,38,f,15
6,Yes,8,24,38,f,12
7,No,8,29,38,f,2
1,No,8,28,52,m,25
3,Yes,6,29,49,m,19
9,No,8,25,51,m,0
6,Yes,9,23,44,m,7
6,Yes,5,23,32,m,13
5,Yes,6,23,42,f,17
3,Yes,4,25,26,m,22
5,Yes,5,20,28,m,17
1,No,6,28,31,m,28
3,No,6,21,33,m,23
4,Yes,7,21,35,m,17
5,No,5,24,55,f,17
9,No,5,23,50,f,1
4,Yes,9,22,28,f,17
3,No,5,24,54,f,25
1,No,8,26,38,m,23
6,Yes,9,29,24,f,2
7,No,8,21,21,m,9
8,No,9,25,27,m,4
1,No,4,23,48,m,25
4,No,9,21,47,f,17
5,No,4,20,49,f,13
2,Yes,9,27,42,m,24
1,Yes,4,24,53,m,27
8,Yes,8,29,53,f,5
6,Yes,9,21,33,f,13
5,Yes,7,27,51,f,15
9,No,9,22,45,f,1
2,No,4,26,55,m,22
8,Yes,6,21,45,m,5
9,Yes,8,26,45,m,5
1,Yes,7,23,22,m,24
7,No,6,29,34,m,9
8,No,6,20,43,f,9
3,No,8,24,49,m,20
4,No,9,23,46,m,13
3,No,5,27,20,f,21
7,No,7,20,34,f,8
9,Yes,9,21,23,m,0
3,No,8,24,43,m,18
6,Yes,5,29,30,f,11
8,Yes,8,29,54,f,4
6,No,8,21,36,f,12
2,No,6,20,21,m,26
7,No,9,25,37,f,9
2,No,8,29,21,f,21
2,No,9,23,31,m,24
2,No,5,24,44,f,24
1,No,6,22,18,f,27
1,No,5,29,26,m,27
7,Yes,5,25,32,m,10
5,Yes,6,23,48,m,16
3,No,9,25,22,f,15
1,Yes,5,24,21,m,23
6,No,4,21,44,f,15
1,Yes,9,23,44,f,25
9,Yes,8,21,20,m,2
2,No,6,24,40,m,23
1,No,6,22,42,f,27
7,No,9,25,52,m,8
6,Yes,4,24,33,f,11
6,Yes,4,21,54,m,15
5,No,4,29,27,m,16
4,Yes,4,27,39,f,21
4,No,7,25,43,m,18
3,Yes,6,28,40,m,19
8,No,5,22,38,m,7
7,Yes,6,23,38,m,6
9,No,6,27,52,m,5
1,No,6,26,44,f,29
7,No,4,27,33,f,9
4,Yes,4,28,23,m,18
7,No,7,27,42,m,6
1,Yes,9,27,36,m,23
5,No,6,25,40,f,12
3,No,8,21,43,m,21
5,No,9,26,47,f,14
4,Yes,7,23,41,m,16
2,Yes,4,22,31,m,23
4,Yes,6,23,53,f,19
3,No,4,23,33,f,21
1,Yes,9,22,42,m,24
8,No,5,28,21,f,6
5,No,4,22,35,f,14
4,No,4,21,37,f,16
5,No,7,20,47,m,16
4,No,5,20,44,f,18
3,Yes,9,24,34,m,18
5,Yes,8,24,35,m,14
4,No,8,28,28,m,16
1,No,8,23,53,m,29
3,Yes,6,24,47,m,18
8,No,8,25,29,m,4
7,No,6,29,51,f,12
2,No,9,26,53,m,22
1,No,9,28,53,f,23
3,Yes,4,25,52,m,19
5,No,8,20,33,f,15
1,Yes,7,27,19,f,25
3,Yes,9,21,29,f,18
3,Yes,5,28,23,m,21
5,Yes,5,26,52,m,11
3,No,9,26,34,m,19
9,No,4,29,42,f,3
1,No,5,29,55,f,23
4,Yes,5,24,24,m,18
4,Yes,4,27,48,f,15
1,Yes,4,29,45,m,29
2,No,4,20,27,f,23
1,No,7,22,20,f,24
6,No,4,28,23,f,16
3,Yes,4,20,18,f,23
7,Yes,4,27,34,f,8
5,No,9,25,40,m,11
9,Yes,8,29,21,m,-2
7,Yes,9,24,43,f,10
4,No,8,25,53,f,16
5,Yes,7,24,52,f,16
5,Yes,7,28,24,m,14
5,No,5,21,31,f,14
9,Yes,9,29,29,f,2
3,Yes,8,25,22,f,19
6,Yes,7,23,29,f,12
8,Yes,7,22,26,f,3
9,No,9,24,19,m,6
7,No,5,21,18,m,8
3,Yes,4,22,46,m,18
1,No,6,26,35,f,25
4,No,5,20,41,f,19
6,No,6,21,42,f,17
3,Yes,5,22,53,f,20
1,Yes,5,29,24,m,23
6,No,4,26,37,m,12
1,No,7,23,54,m,28
9,No,8,27,40,f,-1
1,No,5,27,45,f,28
6,Yes,4,20,55,m,11
1,No,6,24,36,m,25
7,Yes,9,20,50,m,8
3,Yes,9,26,38,f,13
6,Yes,7,23,46,f,10
7,Yes,9,27,39,f,5
1,Yes,5,27,54,f,25
1,Yes,6,28,51,m,25
5,Yes,5,25,52,f,15
6,No,9,26,19,f,9
9,Yes,8,26,54,f,2
1,No,9,24,37,m,29
4,No,8,26,28,m,18
8,No,9,28,33,m,2
9,No,7,23,18,m,1
3,No,6,21,35,m,24
2,Yes,8,27,46,f,22
4,Yes,4,26,35,f,19
2,No,7,25,27,m,19
1,No,5,26,32,f,29
3,No,9,22,34,m,20
7,Yes,6,25,27,m,8
1,No,6,29,43,m,28
2,Yes,9,26,38,f,21
1,Yes,4,26,21,f,28
8,No,8,24,30,f,7
5,Yes,9,22,18,m,14
8,Yes,6,21,42,m,6
3,Yes,4,26,24,f,22
7,No,4,23,35,m,10
8,No,5,21,27,m,5
6,No,4,27,51,m,11
7,No,7,21,48,m,7
2,No,6,25,32,m,23
8,No,7,23,26,f,7
5,No,4,28,50,f,14
7,No,4,24,52,m,14
1,Yes,7,23,47,m,23
5,No,5,27,53,f,16
1,Yes,4,22,33,f,27
8,Yes,7,28,47,m,3
4,No,7,27,20,m,18
4,Yes,6,27,45,m,18
2,Yes,5,29,49,f,22
5,No,8,24,44,f,13
1,Yes,7,20,46,m,21
9,No,6,29,43,m,2
5,Yes,8,28,22,m,11
6,Yes,6,21,20,m,7
2,No,6,20,18,f,24
1,Yes,9,25,45,f,23
4,Yes,5,20,46,f,25
7,No,4,29,25,f,10
6,No,5,29,35,f,11
1,Yes,8,29,34,f,26
1,Yes,9,26,45,f,23
8,No,5,26,53,f,5
4,Yes,4,20,54,f,17
5,No,5,29,18,f,14
7,No,5,24,53,f,13
8,No,5,22,34,f,7
7,Yes,7,21,30,f,9
2,Yes,7,24,49,f,24
4,Yes,5,24,53,f,18
